Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
SSSQ.SFMN1141CS,2015.12,328.108,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2016.03,360.795,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2016.06,332.644,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2016.09,339.451,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2016.12,357.447,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2017.03,373.323,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2017.06,404.856,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2017.09,407.48,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2017.12,392.195,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2018.03,393.608,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2018.06,412.486,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2018.09,423.77,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2018.12,424.988,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2019.03,427.772,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2019.06,442.938,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2019.09,468.011,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2019.12,474.486,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2020.03,473.504,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2020.06,417.098,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2020.09,462.858,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2020.12,450.575,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2021.03,499.747,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2021.06,491.74,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2021.09,499.731,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2021.12,549.892,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2022.03,602.51,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2022.06,560.612,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2022.09,559.322,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CT,2004.06,171.984,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2004.09,176.63,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2004.12,177.663,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2005.03,178.436,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2005.06,182.672,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2005.09,186.833,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2005.12,193.103,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2006.03,202.164,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2006.06,204.98,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2006.09,204.842,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2006.12,209.556,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2007.03,216.751,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2007.06,222.574,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2007.09,231.707,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2007.12,239.181,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2008.03,242.094,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2008.06,248.241,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2008.09,257.521,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2008.12,258.267,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2009.03,255.12,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2009.06,256.735,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2009.09,259.398,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2009.12,261.69,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2010.03,262.214,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2010.06,264.944,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2010.09,266.336,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2010.12,265.269,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2011.03,265.35,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2011.06,275.68,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2011.09,286.813,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2011.12,294.501,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2012.03,299.483,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2012.06,297.439,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2012.09,291.558,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2012.12,299.198,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2013.03,306.173,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2013.06,305.948,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2013.09,308.953,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2013.12,317.33,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2014.03,327.13,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2014.06,330.744,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2014.09,332.025,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2014.12,329.92,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2015.03,326.118,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2015.06,322.227,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2015.09,325.904,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2015.12,334.379,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2016.03,341.232,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2016.06,338.422,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2016.09,339.433,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2016.12,355.165,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2017.03,377.901,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2017.06,400.776,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2017.09,405.747,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2017.12,394.68,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2018.03,395.504,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2018.06,410.828,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2018.09,422.735,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2018.12,425.048,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2019.03,428.748,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2019.06,444.849,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2019.09,465.1,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2019.12,475.485,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2020.03,,,C,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2020.06,,,C,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2020.09,,,C,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2020.12,,,C,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2021.03,,,C,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2021.06,,,C,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2021.09,,,C,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2021.12,,,C,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2022.03,,,C,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2022.06,,,C,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2022.09,,,C,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFRS2111CA,2004.06,913.683,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
SSSQ.SFRS2111CA,2004.09,937.184,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
SSSQ.SFRS2111CA,2004.12,908.676,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
SSSQ.SFRS2111CA,2005.03,809.465,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
SSSQ.SFRS2111CA,2005.06,953.3,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
SSSQ.SFRS2111CA,2005.09,956.487,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
SSSQ.SFRS2111CA,2005.12,914.137,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
SSSQ.SFRS2111CA,2006.03,870.061,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
SSSQ.SFRS2111CA,2006.06,898.994,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
SSSQ.SFRS2111CA,2006.09,926.066,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
SSSQ.SFRS2111CA,2006.12,903.123,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
SSSQ.SFRS2111CA,2007.03,892.562,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
SSSQ.SFRS2111CA,2007.06,946.469,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
SSSQ.SFRS2111CA,2007.09,976.238,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
SSSQ.SFRS2111CA,2007.12,979.762,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
SSSQ.SFRS2111CA,2008.03,933.4,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
SSSQ.SFRS2111CA,2008.06,1018.605,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
SSSQ.SFRS2111CA,2008.09,1018.42,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
SSSQ.SFRS2111CA,2008.12,957.939,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
SSSQ.SFRS2111CA,2009.03,880.105,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
SSSQ.SFRS2111CA,2009.06,955.281,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
SSSQ.SFRS2111CA,2009.09,962.346,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
SSSQ.SFRS2111CA,2009.12,933.187,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
SSSQ.SFRS2111CA,2010.03,951.191,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
SSSQ.SFRS2111CA,2010.06,992.67,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
SSSQ.SFRS2111CA,2010.09,1030.927,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
SSSQ.SFRS2111CA,2010.12,972.561,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
SSSQ.SFRS2111CA,2011.03,976.175,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
SSSQ.SFRS2111CA,2011.06,1067.982,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
SSSQ.SFRS2111CA,2011.09,1089.815,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
SSSQ.SFRS2111CA,2011.12,1093.958,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Actual,
